title,user_score,year,duration,country,usa_gross,world_gross
lady chatterley,67.0,2006,168,"Belgium, France",687414,3200383
saint laurent,62.0,2014,150,"France, Belgium",429477,3202241
traces of red,52.0,1992,105,USA,3206714,3206714
mon garçon,58.0,2017,84,"France, Belgium",14450,3211985
el misterio de la felicidad,62.0,2014,92,"Argentina, Brazil",8528,3216374
el abrazo de la serpiente,79.0,2015,125,"Colombia, Venezuela, Argentina",1329249,3217176
pi,74.0,1998,84,USA,3221152,3221152
barfly,72.0,1987,100,USA,3221568,3221568
the final cut,62.0,2004,95,"USA, Canada, Germany",551281,3222439
amour & turbulences,63.0,2013,96,France,8425,3222965
lost and found,50.0,1979,106,UK,3223197,3223197
"race for your life, charlie brown",73.0,1977,76,USA,3223888,3223888
sleeping with other people,65.0,2015,101,USA,819431,3224947
pathology,60.0,2008,95,USA,109846,3234706
the front runner,61.0,2018,113,"Canada, USA",2000105,3242235
carrington,68.0,1995,121,"UK, France",3242342,3242342
en équilibre,63.0,2015,87,France,3144,3242445
your sister's sister,67.0,2011,90,USA,1636190,3242802
resurrecting the champ,67.0,2007,112,USA,3172573,3243611
splitting heirs,56.0,1993,87,UK,3246063,3246063
el gran milagro,44.0,2011,70,Mexico,555166,3247466
little fish,62.0,2005,114,Australia,8148,3248506
the boys are back,68.0,2009,104,"Australia, UK",809752,3252136
clifford's really big movie,54.0,2004,74,USA,2922354,3255426
zoot suit,68.0,1981,103,USA,3256082,3256082
"patrik 1,5",69.0,2008,103,Sweden,57468,3259068
pinocchio and the emperor of the night,68.0,1987,87,USA,3261638,3261638
the sweet hereafter,75.0,1997,112,Canada,3263585,3263585
poulet aux prunes,70.0,2011,93,"France, Germany, Belgium",253874,3265941
mi vida loca,65.0,1993,92,"USA, UK",3267313,3267313
letters to god,63.0,2010,110,USA,2848578,3269546
skinwalkers,46.0,2006,110,"Canada, USA, Germany",1018965,3269736
'round midnight,74.0,1986,133,"USA, France",3272593,3272593
romeo is bleeding,66.0,1993,110,"UK, USA",3275585,3275585
bharat ane nenu,77.0,2018,173,India,2663090,3276257
drushyam,83.0,2014,150,India,227856,3278517
pieces of april,70.0,2003,80,USA,2528664,3282321
good time,74.0,2017,102,USA,2026499,3283369
only the strong,67.0,1993,99,"USA, France",3283371,3283371
wish you were here,68.0,1987,88,UK,3283832,3283832
gun shy,57.0,2000,101,USA,1638202,3284444
wonderstruck,62.0,2017,116,USA,1060377,3285916
bluff master,65.0,1963,135,India,722847,3289047
the glass shield,62.0,1994,109,"France, USA",3291163,3291163
vers le sud,63.0,2005,108,"France, Canada, Belgium",898468,3294052
happily ever after,55.0,1990,75,USA,3299382,3299382
art school confidential,63.0,2006,102,USA,3297137,3306629
mrs dalloway,66.0,1997,97,"UK, USA, Netherlands",3309421,3309421
chhichhore,82.0,2019,143,India,2004400,3311131
train de vie,77.0,1998,103,"France, Belgium, Netherlands, Israel, Romania",98687,3311162
pootie tang,53.0,2001,81,USA,3313583,3313583
elvis gratton ii: miracle à memphis,60.0,1999,105,Canada,3316272,3316272
wildlife,68.0,2018,105,USA,1050616,3321367
breath,67.0,2017,115,Australia,37108,3322479
long men fei jia,60.0,2011,122,China,170276,3323381
obvious child,68.0,2014,84,USA,3123963,3325417
carpool,50.0,1996,89,USA,3325651,3325651
the limey,70.0,1999,89,USA,3204663,3325736
la baule-les-pins,62.0,1990,110,France,805472,3326168
the death & life of john f. donovan,61.0,2018,123,"UK, Canada",152713,3326364
ga-lyeo-jin si-gan,73.0,2016,130,South Korea,57759,3328517
last ounce of courage,37.0,2012,101,USA,3329674,3329674
a smile like yours,49.0,1997,98,USA,3330352,3330352
camille claudel,73.0,1988,175,France,3331297,3331297
fraternity vacation,53.0,1985,94,USA,3333306,3333306
by the sea,53.0,2015,122,"France, Malta, USA",538460,3334927
the program,65.0,2015,99,"UK, USA, France",13074,3335613
on chesil beach,63.0,2017,110,UK,745971,3335913
my boyfriend's back,54.0,1993,85,USA,3335984,3335984
atlas shrugged ii: the strike,53.0,2012,111,USA,3336053,3336053
machine gun preacher,68.0,2011,129,USA,538690,3338690
sin noticias de dios,65.0,2001,112,"Spain, France, Italy, Mexico",77858,3340382
mistress america,67.0,2015,84,USA,2500431,3340737
squanto: a warrior's tale,60.0,1994,102,"USA, Canada",3342223,3342223
supercross,43.0,2005,80,USA,3102550,3344431
the work and the glory,68.0,2004,118,USA,3347647,3347647
panipat,54.0,2019,165,India,461863,3349899
reality,68.0,2012,116,"Italy, France",72577,3350996
fighting back,61.0,1982,98,USA,3355948,3355948
blue sky,64.0,1994,101,USA,3359465,3359465
ten canoes,70.0,2006,90,Australia,283654,3360030
starchaser: the legend of orin,66.0,1985,100,"South Korea, USA",3360800,3360800
we don't live here anymore,63.0,2004,101,"USA, Canada",2041014,3361213
the last full measure,67.0,2019,116,USA,2949212,3364426
is anybody there?,67.0,2008,94,UK,2026756,3368300
near dark,70.0,1987,94,USA,3369307,3369307
patrick,59.0,2018,94,UK,6290,3369468
sunshine state,67.0,2002,141,USA,3065921,3369654
bunty aur babli,62.0,2005,170,India,942756,3370142
the hole in the ground,57.0,2019,90,"Ireland, UK, Belgium, Finland",21072,3373474
the neon demon,62.0,2016,117,"USA, Belgium, Denmark, France",1333124,3377430
maria larssons eviga ögonblick,75.0,2008,131,"Sweden, Denmark, Norway, Finland, Germany",610825,3383108
prêt à tout,53.0,2014,99,France,1092,3387582
born american,41.0,1986,97,"USA, Finland",3388020,3388020
gauguin - voyage de tahiti,59.0,2017,102,France,200140,3389322
big shots,58.0,1987,94,USA,3390043,3390043
the matchmaker,65.0,1997,97,"Ireland, UK, USA",3392080,3392080
head office,55.0,1985,90,USA,3393807,3393807
rock the kasbah,55.0,2015,106,USA,3020664,3394174
next stop wonderland,66.0,1998,104,USA,3395581,3395581
the good lie,74.0,2014,110,"Kenya, India, USA, Canada, South Africa",2722209,3396345
junebug,69.0,2005,106,USA,2678691,3399228
tom yum goong 2,53.0,2013,104,Thailand,2463,3399790
honey boy,73.0,2019,94,USA,3012615,3400977
friends: the one with the anniversary,32.0,2019,105,,2884827,3403406
bin-jip,80.0,2004,88,"South Korea, Japan",241914,3403957
der himmel über berlin,80.0,1987,128,"West Germany, France",3333969,3404057
azuloscurocasinegro,72.0,2006,105,Spain,6646,3404646
gunmen,53.0,1993,94,"USA, Mexico",3411885,3411885
angels and insects,68.0,1995,116,"UK, USA",3414301,3414301
l'âge des ténèbres,68.0,2007,104,"Canada, France",1491525,3416328
kinjite: forbidden subjects,56.0,1989,97,USA,3416846,3416846
a shock to the system,67.0,1990,88,USA,3417056,3417056
father hood,49.0,1993,95,USA,3418141,3418141
la prochaine fois je viserai le coeur,64.0,2014,111,France,815,3418213
unknown,65.0,2006,85,USA,26403,3419456
forces spéciales,64.0,2011,109,France,10759,3424648
disconnect,75.0,2012,115,USA,1436900,3428048
borg mcenroe,69.0,2017,107,"Sweden, Denmark, Finland",231346,3430165
a simple twist of fate,64.0,1994,106,USA,3430583,3430583
the rider,74.0,2017,104,USA,2419031,3434963
the ultimate gift,73.0,2006,114,USA,3438735,3438735
a gentleman,62.0,2017,145,India,410055,3438746
full frontal,47.0,2002,101,USA,2512846,3438804
free willy 3: the rescue,47.0,1997,86,USA,3446539,3446539
die höhle des gelben hundes,76.0,2005,93,"Germany, Mongolia",141803,3447214
words and pictures,66.0,2013,111,"USA, Canada, Australia",2171257,3449811
separate lies,64.0,2005,85,UK,924260,3452023
fitoor,54.0,2016,131,India,528799,3454709
baat seng bou hei,52.0,2012,115,Hong Kong,47919,3464135
enemy,69.0,2013,91,"Canada, Spain, France",1008726,3468224
talk radio,73.0,1988,110,"USA, Canada",3468572,3468572
hors la loi,65.0,2010,138,"France, Algeria, Belgium, Tunisia, Italy",96933,3470487
el método,72.0,2005,115,"Argentina, Spain, Italy",7017,3470651
the lemon sisters,52.0,1989,93,USA,3473905,3473905
miles ahead,64.0,2015,100,USA,2610896,3473958
days of heaven,78.0,1978,94,USA,3446749,3475702
3,67.0,2010,119,Germany,59954,3484446
heaven's gate,68.0,1980,219,USA,3484331,3484523
veronica mars,68.0,2014,107,"USA, UK, France, Germany",3322127,3485383
moll flanders,65.0,1996,123,USA,3486957,3486957
where the truth lies,64.0,2005,107,"Canada, UK",872142,3487678
jeffrey,68.0,1995,92,USA,3487767,3487767
storm,69.0,2009,103,"Germany, Denmark, Netherlands, Sweden, Bosnia and Herzegovina",16013,3490253
racetime,55.0,2018,89,Canada,1875283,3493043
satin rouge,67.0,2002,100,"Tunisia, France",231879,3493730
wild target,68.0,2010,98,"UK, France",108589,3494154
milosc i milosierdzie,60.0,2019,107,Poland,2243180,3498887
thanks for sharing,64.0,2012,112,USA,1065881,3499442
the wraith,60.0,1986,93,"USA, Canada",3500000,3500000
ladrones,51.0,2015,97,"USA, Dominican Republic",3063505,3504414
aruitemo aruitemo,80.0,2008,115,Japan,167047,3511120
the oscar nominated short films 2018: live action,78.0,2018,96,USA,3508777,3511123
the riot club,60.0,2014,107,"UK, France",7734,3517925
sidewalks of new york,64.0,2001,108,USA,2402652,3520373
'til there was you,48.0,1997,113,USA,3525125,3525125
dus kahaniyaan,57.0,2007,110,India,219071,3526678
things change,70.0,1988,100,USA,3527886,3527886
ek ladki ko dekha toh aisa laga,55.0,2019,120,India,1182636,3531837
in country,58.0,1989,120,USA,3531971,3531971
the midnight meat train,60.0,2008,98,"USA, UK",83361,3534313
the big bus,56.0,1976,88,USA,3540307,3540307
bacurau,75.0,2019,131,"Brazil, France",58115,3540693
the long weekend,52.0,2005,85,"Canada, UK, USA",1286,3540754
shout,53.0,1991,89,USA,3547684,3547684
madame sousatzka,67.0,1988,122,"UK, Canada",3548238,3548238
price of glory,63.0,2000,118,USA,3440228,3548556
les boys iii,56.0,2001,124,Canada,3557100,3557100
the bride,54.0,1985,118,"UK, USA",3558669,3558669
2 states,69.0,2014,149,India,2238174,3558887
mr. nobody,78.0,2009,141,"Belgium, Germany, Canada, France, UK, Luxembourg, USA",3622,3559160
tom and jerry: the movie,54.0,1992,84,"USA, Germany",3560469,3560469
physical evidence,52.0,1989,99,USA,3560932,3560932
l'apparition,63.0,2018,144,"France, Belgium, Jordan",28293,3562793
fat man and little boy,65.0,1989,127,"USA, Mexico",3563162,3563162
new jersey drive,67.0,1995,98,USA,3565508,3565508
cats don't dance,69.0,1997,75,USA,3566637,3566637
the new adventures of pippi longstocking,60.0,1988,104,"Sweden, USA",3569939,3569939
factory girl,65.0,2006,100,USA,1675241,3572632
the boynton beach bereavement club,64.0,2005,105,USA,3127472,3572758
old gringo,58.0,1989,119,"USA, Mexico",3574256,3574256
paradise now,74.0,2005,91,"Palestine, France, Germany, Netherlands, Israel",1457843,3579902
lemming,67.0,2005,129,France,81698,3580017
trois couleurs: rouge,81.0,1994,99,"Switzerland, France, Poland",3581969,3581969
agneepath,69.0,2012,174,India,1986748,3582446
tougher than leather,48.0,1988,87,USA,3582760,3582760
wrong is right,57.0,1982,117,USA,3583513,3583513
dead heat,61.0,1988,86,USA,3588626,3588626
indivisible,58.0,2018,119,USA,3511417,3589633
badla,78.0,2019,118,India,1861000,3590894
chim-muk,66.0,2017,125,South Korea,37047,3593480
turk 182,60.0,1985,102,USA,3594997,3594997
til death do us part,46.0,2017,101,USA,3455267,3599068
the pest,50.0,1997,84,USA,3600616,3600616
l'insulte,77.0,2017,113,"France, Cyprus, Belgium, Lebanon, USA",1001305,3601603
everything is illuminated,74.0,2005,106,USA,1712337,3601974
8 heads in a duffel bag,54.0,1997,95,"USA, UK",3602884,3602884
my heroes have always been cowboys,63.0,1991,106,USA,3603615,3603615
balada triste de trompeta,65.0,2010,107,"Spain, France",40548,3604598
the wretched,58.0,2019,95,USA,1814193,3618591
colonia,71.0,2015,110,"Germany, France, Luxembourg, UK, USA",15709,3621046
the trigger effect,57.0,1996,94,USA,3622979,3622979
sweet sixteen,74.0,2002,106,"UK, Germany, Spain",316319,3633509
wakolda,67.0,2013,93,"Argentina, Spain, Norway, France",418392,3635718
celeste & jesse forever,66.0,2012,92,USA,3094813,3640975
hedwig and the angry inch,77.0,2001,95,USA,3067312,3644200
a la mala,63.0,2015,99,Mexico,3629842,3646627
the cat's meow,63.0,2001,114,"UK, Germany, Canada, USA",3209481,3646994
doubles vies,65.0,2018,108,France,704919,3649042
bloodrayne,29.0,2005,95,"Germany, USA",2405420,3650275
elle l'adore,64.0,2014,104,France,15549,3650598
nicholas nickleby,71.0,2002,132,"UK, USA",1587173,3651462
la hija del caníbal,60.0,2003,110,"Mexico, Spain",269586,3653588
ju-on,67.0,2002,92,Japan,325680,3657876
bhoot,65.0,2003,113,India,106774,3660402
cabin boy,54.0,1994,80,USA,3662459,3662459
head in the clouds,66.0,2004,132,"UK, Canada",398278,3664858
echelon conspiracy,58.0,2009,105,USA,666009,3668952
the fall,79.0,2006,117,"USA, South Africa, India",2266905,3669465
bad company,54.0,1995,108,USA,3674841,3674841
crossing over,67.0,2009,113,USA,455654,3676533
the brother from another planet,67.0,1984,108,USA,3677209,3677209
5 flights up,62.0,2014,88,USA,1020921,3679847
gosnell: the trial of america's biggest serial killer,67.0,2018,93,USA,3679893,3679893
three o'clock high,72.0,1987,97,USA,3685862,3685862
worth winning,58.0,1989,103,USA,3690328,3690328
the portrait of a lady,62.0,1996,144,"UK, USA",3692836,3692836
crush,58.0,2001,108,"UK, Germany",1084935,3695710
out of rosenheim,74.0,1987,95,West Germany,3587303,3696134
crime d'amour,65.0,2010,106,France,539792,3696522
phoenix forgotten,53.0,2017,87,USA,3600146,3697729
bellamy,59.0,2009,110,France,107612,3699770
spare parts,73.0,2015,114,"USA, Mexico",3618912,3701281
the pursuit of d.b. cooper,56.0,1981,100,USA,3702028,3702028
una mujer fantástica,72.0,2017,104,Chile,2020988,3702353
lost highway,76.0,1997,134,"France, USA",3675201,3703548
birkebeinerne,61.0,2016,99,"Norway, Denmark, Sweden, Ireland, Hungary",8905,3705618
thirteen conversations about one thing,70.0,2001,104,USA,3288164,3706652
7 nyeon-eui bam,58.0,2018,123,South Korea,24281,3716820
original gangstas,57.0,1996,99,USA,3718087,3718087
free fire,64.0,2016,91,UK,1799312,3719383
the governess,63.0,1998,115,UK,3719509,3719509
gåten ragnarok,59.0,2013,100,Norway,1369,3721345
the gun in betty lou's handbag,51.0,1992,89,USA,3721911,3721911
le retour de martin guerre,74.0,1982,122,France,3723036,3723036
"tarzan, the ape man",40.0,1959,82,USA,1438800,3727800
the big kahuna,66.0,1999,90,USA,3165544,3728888
born to be wild,51.0,1995,100,"USA, Japan",3730409,3730409
white man's burden,53.0,1995,89,"France, USA",3734870,3734870
liberty heights,70.0,1999,127,USA,3736868,3736868
exterminator 2,45.0,1984,89,USA,3739406,3739406
casi divas,62.0,2008,107,Mexico,46612,3739748
up at the villa,60.0,2000,115,"UK, USA",2933161,3740113
take shelter,74.0,2011,121,USA,1730296,3741098
jung on zo,68.0,1993,107,Hong Kong,194720,3741869
you kill me,65.0,2007,93,USA,2429367,3748295
allan quatermain and the lost city of gold,46.0,1986,99,"USA, Israel",3751699,3751699
qian li zou dan qi,73.0,2005,107,"China, Japan, Hong Kong",252325,3752325
mannequin: on the move,44.0,1991,95,USA,3752428,3752428
"lock, stock and two smoking barrels",82.0,1998,107,UK,3753929,3753929
when time ran out...,46.0,1980,121,USA,3763988,3763988
napola - elite für den führer,74.0,2004,117,Germany,144254,3764219
the secret lives of dentists,63.0,2002,104,USA,3707346,3764286
a dry white season,70.0,1989,106,USA,3766879,3766879
viva la libertà,70.0,2013,94,Italy,48541,3768967
green room,70.0,2015,95,USA,3220371,3769214
the monster squad,71.0,1987,79,USA,3769990,3769990
cheech & chong's the corsican brothers,47.0,1984,82,USA,3772785,3772785
ma femme... s'appelle maurice,39.0,2002,102,"France, Germany",3803,3776895
heist,61.0,2015,93,USA,50136,3777046
la belle saison,67.0,2015,105,"France, Belgium",35322,3778938
jimmy hollywood,53.0,1994,112,USA,3783003,3783003
la traviata,70.0,1982,109,"Netherlands, Italy",3783329,3783329
the paperboy,58.0,2012,107,USA,693286,3783865
jusqu'à la garde,75.0,2017,93,France,83882,3790303
sweet hearts dance,57.0,1988,101,USA,3790493,3790493
jekyll and hyde... together again,63.0,1982,87,USA,3792188,3792188
barb wire,33.0,1996,98,USA,3793614,3793614
nitro,53.0,2007,105,Canada,3768878,3794140
brick lane,66.0,2007,102,"UK, India",1095398,3796190
guyana: crime of the century,53.0,1979,107,Mexico,3798102,3798102
power,57.0,1986,111,USA,3800000,3800000
bound,73.0,1996,109,USA,3802260,3802260
breaking the waves,78.0,1996,159,"Denmark, Sweden, France, Netherlands, Norway, Iceland, Spain, UK",3803298,3803298
hide in plain sight,63.0,1980,92,USA,3806930,3806930
xin hai ge ming,58.0,2011,121,"China, Hong Kong",135739,3807134
better luck tomorrow,70.0,2002,101,USA,3802390,3809226
em la ba noi cua anh,71.0,2015,127,"Vietnam, South Korea",71775,3810429
critters 2,55.0,1988,86,USA,3813293,3813293
hooligans,75.0,2005,109,"UK, USA",346830,3814717
brad's status,65.0,2017,102,USA,2133158,3816527
benji: off the leash!,50.0,2004,97,USA,3817362,3817362
the homesman,66.0,2014,122,"USA, France",2429989,3819421
le fils de l'autre,73.0,2012,105,France,1285918,3820405
elles,56.0,2011,99,"France, Poland, Germany",157508,3822241
üç maymun,74.0,2008,109,"Turkey, France, Italy",41343,3823754
to save a life,69.0,2009,120,USA,3777210,3824868
gracie,61.0,2007,95,USA,2956339,3826568
north shore,65.0,1987,96,USA,3832228,3832228
feds,55.0,1988,82,USA,3838793,3838793
rois et reine,71.0,2004,150,France,290973,3839556
frozen,61.0,2010,93,USA,246176,3843774
lan yu,71.0,2001,86,"Hong Kong, China",116325,3847964
the heavenly kid,64.0,1985,90,USA,3852271,3852271
like crazy,67.0,2011,86,USA,3395391,3852409
flashpoint,65.0,1984,93,USA,3854833,3854833
first reformed,71.0,2017,113,"USA, UK, Australia",3448256,3862498
submarine,73.0,2010,97,"UK, USA",467602,3875173
horns,65.0,2013,120,"USA, Canada",173948,3875442
trailer park boys: the movie,72.0,2006,95,Canada,3860678,3876456
django,63.0,2017,117,France,56556,3876874
yoru wa mijikashi aruke yo otome,75.0,2017,92,Japan,406490,3878208
the perfect game,69.0,2009,118,"Canada, USA, Mexico",1037071,3878993
a nagy füzet,70.0,2013,112,"Hungary, Germany, Austria, France",66559,3879456
neruda,69.0,2016,107,"Chile, Argentina, France, Spain, USA",939101,3884746
rules don't apply,57.0,2016,127,USA,3652206,3885342
die wand,68.0,2012,108,"Austria, Germany",38674,3889260
the manhattan project,62.0,1986,117,USA,3900000,3900000
warlock: the armageddon,54.0,1993,98,USA,3902679,3902679
jungle book,67.0,1942,108,"USA, UK",2834000,3905444
camping sauvage,58.0,2004,100,Canada,3894585,3905613
taxi,73.0,2015,82,Iran,321642,3906227
the to do list,58.0,2013,104,USA,3491669,3909596
resurrection,73.0,1980,103,USA,3910019,3910019
osama,73.0,2003,83,"Afghanistan, Ireland, Japan, Iran, Netherlands",1270904,3910519
a private war,67.0,2018,110,"UK, USA",1633208,3915207
earth girls are easy,54.0,1988,100,"UK, France, USA",3916303,3916303
my demon lover,47.0,1987,90,USA,3922273,3922273
indignation,67.0,2016,110,"USA, China, Brazil, Germany",3401155,3924527
nelyubov,76.0,2017,127,"Russia, France, Germany, Belgium",566356,3925992
